TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
d009519,50,남,40,7,1,2,4,2,,7,11,2,1,50,50130,11,11170,44,44250,7,1,5,2,5,5,5,3,제주특별자치도,제주,3대 동반 여행(친척 포함),2022-10-29~2022-10-30,2,3,6,4
a006980,41,여,20,5,2,1,1,12,,2,,2,4,42,42150,26,26350,31,31110,2,1,2,1,5,5,5,6,경기도,인천,3인 이상 여행(가족 외),2022-10-09~2022-10-09,1,3,5,3
d001854,11,남,30,6,1,2,3,3,,5,6,3,6,50,50110,42,42150,26,26500,3,2,3,3,3,2,4,6,서울특별시,제주,자녀 동반 여행,2022-09-29~2022-10-02,9,5,1,2
d001804,41,여,30,6,1,1,3,3,,1,5,3,5,50,50110,41,41830,42,42150,1,1,1,4,2,6,5,5,경기도,제주,2인 여행(가족 외),2022-10-09~2022-10-13,3,1,7,1
d001833,41,여,40,7,1,2,4,1,,11,11,2,1,50,50110,42,42210,47,47130,2,2,3,2,4,5,6,4,경기도,제주,자녀 동반 여행,2022-10-07~2022-10-12,3,7,1,3
d007764,41,여,30,6,1,1,1,2,,6,,3,6,50,50110,42,42150,26,26350,2,2,1,2,6,6,7,2,경기도,제주,부모 동반 여행,2022-10-28~2022-10-31,3,9,1,3
d001240,46,여,30,6,1,2,4,,3,2,7,2,2,46,46130,48,48840,26,26260,2,1,1,2,1,4,4,7,전라남도,제주,자녀 동반 여행,2022-09-25~2022-09-30,3,7,1,5
d009769,41,여,30,6,1,2,2,3,,5,7,3,4,42,42210,46,46130,28,28140,6,1,2,2,6,5,1,5,경기도,제주,부모 동반 여행,2022-10-29~2022-10-31,2,3,,5
a005663,11,여,20,6,1,1,3,2,,1,12,2,1,50,50110,42,42210,26,26350,2,2,2,2,4,6,6,4,서울특별시,인천,부모 동반 여행,2022-10-02~2022-10-02,2,6,1,2
a014180,11,여,20,6,1,1,1,2,,3,,2,1,42,42150,28,28110,44,44825,2,4,2,4,2,5,5,6,서울특별시,인천,2인 여행(가족 외),2022-10-29~2022-10-30,2,1,3,1
d001451,11,여,20,6,1,1,1,2,,11,,3,6,50,50110,47,47110,42,42150,2,2,1,1,4,2,5,1,서울특별시,제주,나홀로 여행,2022-09-22~2022-09-24,2,1,7,0
d006848,41,여,30,6,1,2,2,2,,3,5,3,2,50,50130,50,50110,42,42830,2,4,2,3,1,3,4,5,경기도,제주,나홀로 여행,2022-10-19~2022-10-21,2,4,1,0
d007035,50,남,20,5,1,1,1,1,,4,,2,4,42,42150,41,41480,50,50110,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2022-10-29~2022-10-31,8,1,4,0
d011694,48,여,20,6,3,1,1,4,,2,,3,4,50,50130,42,42150,50,50110,3,2,1,4,4,4,5,7,경상남도,제주,나홀로 여행,2022-11-03~2022-11-05,2,1,4,0
d003665,50,여,30,6,1,2,2,2,,5,8,3,2,11,11560,11,11110,50,50130,6,2,6,4,4,5,6,5,제주특별자치도,제주,나홀로 여행,2022-10-22~2022-10-23,4,2,1,0
d012424,50,여,20,6,1,1,2,3,,4,6,2,2,11,11200,11,11230,50,50110,3,3,1,5,5,3,1,6,제주특별자치도,제주,나홀로 여행,2022-11-12~2022-11-12,6,1,2,0
d002182,42,여,20,4,1,1,1,12,,1,,3,3,42,42150,50,50110,26,26110,2,2,6,2,2,4,1,5,강원도,제주,2인 여행(가족 외),2022-09-29~2022-10-02,3,2,6,1
d001363,28,여,30,6,1,2,3,3,,4,7,2,3,41,41650,41,41820,42,42750,1,4,1,4,5,4,2,7,인천광역시,제주,자녀 동반 여행,2022-09-28~2022-09-29,3,,,2
d000648,28,남,20,6,1,1,4,3,,4,6,3,2,50,50110,42,42150,50,50130,2,2,3,4,4,5,6,5,인천광역시,제주,2인 여행(가족 외),2022-08-21~2022-08-24,2,1,10,1
d007597,50,여,30,7,1,1,1,2,,1,,3,1,50,50130,50,50110,26,26350,2,4,4,3,1,2,4,3,제주특별자치도,제주,나홀로 여행,2022-10-25~2022-10-27,2,1,4,0
d001669,11,남,20,6,1,1,1,3,,4,,2,2,50,50130,42,42150,26,26710,2,2,2,5,5,2,2,7,서울특별시,제주,나홀로 여행,2022-09-23~2022-09-26,5,4,6,0
d001229,27,여,20,6,1,1,1,3,,4,,2,1,50,50110,26,26350,11,11680,3,3,1,3,6,3,6,6,대구광역시,제주,나홀로 여행,2022-09-15~2022-09-18,7,2,1,1
d002994,41,여,30,4,1,2,4,4,,1,5,2,3,50,50130,42,42170,26,26350,4,4,3,4,4,4,5,5,경기도,제주,자녀 동반 여행,2022-10-05~2022-10-11,3,7,1,3
d008964,11,여,20,6,1,1,1,3,,5,,3,3,50,50110,26,26350,41,41820,2,2,2,2,4,4,2,7,서울특별시,제주,나홀로 여행,2022-10-27~2022-10-29,2,1,7,0
d008036,11,여,20,6,1,1,1,2,,4,,3,5,11,11560,42,42150,26,26350,5,5,3,5,5,4,2,5,서울특별시,제주,나홀로 여행,2022-10-29~2022-10-31,1,4,2,1
d007969,50,남,30,6,1,2,3,3,,6,7,3,3,26,26350,11,11620,46,46820,3,3,6,4,6,5,3,5,제주특별자치도,제주,2인 가족 여행,2022-10-28~2022-10-29,3,1,2,1
a005321,11,남,30,6,1,1,2,2,,4,7,3,4,43,43130,42,42150,50,50130,2,2,4,4,2,2,5,5,서울특별시,경기,3인 이상 여행(가족 외),2022-10-04~2022-10-05,2,1,3,2
d000450,41,여,20,6,1,1,1,2,,5,,3,3,48,48310,26,26230,50,50130,3,2,6,5,1,2,1,6,경기도,제주,2인 여행(가족 외),2022-08-26~2022-08-28,1,2,3,1
d000351,11,여,20,6,1,1,5,3,,4,6,3,3,50,50110,41,41670,50,50130,2,2,3,1,3,3,3,7,서울특별시,제주,3인 이상 여행(가족 외),2022-08-27~2022-08-29,1,7,4,4
d009087,50,여,30,5,1,2,4,4,,4,6,3,5,42,42770,47,47130,26,26350,5,1,2,2,3,7,2,6,제주특별자치도,제주,자녀 동반 여행,2022-10-28~2022-10-29,3,5,2,3
d012443,50,여,40,7,1,2,3,2,,6,10,2,1,42,42210,42,42150,50,50130,1,3,1,5,4,3,7,3,제주특별자치도,제주,자녀 동반 여행,2022-11-12~2022-11-12,7,5,6,2
d001984,26,여,30,5,1,2,4,2,,1,8,3,2,50,50110,46,46130,45,45110,4,2,2,6,7,6,2,6,부산광역시,제주,3인 이상 여행(가족 외),2022-10-17~2022-10-19,7,2,3,4
d000749,44,여,30,5,1,2,3,,1,1,3,2,1,50,50130,47,47130,26,26350,1,1,7,1,7,1,1,7,충청남도,제주,3인 이상 여행(가족 외),2022-08-19~2022-08-21,3,9,5,2
d004869,41,여,20,6,1,1,1,2,,5,,3,4,50,50130,50,50110,42,42210,2,1,1,1,1,1,2,2,경기도,제주,2인 여행(가족 외),2022-10-09~2022-10-13,3,2,7,1
a003795,41,남,20,5,2,1,3,3,,3,10,3,2,42,42150,50,50110,44,44210,6,1,3,2,2,3,3,5,경기도,인천,나홀로 여행,2022-10-08~2022-10-10,2,1,7,0
d002091,41,여,30,6,1,1,3,3,,2,12,4,3,47,47130,42,42150,47,47280,1,1,1,7,4,2,7,1,경기도,제주,나홀로 여행,2022-10-02~2022-10-08,7,4,2,0
a008749,11,남,60,6,1,2,3,2,,3,6,3,4,28,28710,45,45130,41,41650,2,3,3,2,2,5,2,5,서울특별시,인천,3인 이상 여행(가족 외),2022-10-22~2022-10-22,9,3,8,2
d002770,41,여,20,6,2,1,1,12,,2,,4,4,45,45130,42,42150,28,28185,4,2,3,4,2,4,6,5,경기도,제주,3인 이상 여행(가족 외),2022-10-10~2022-10-13,3,2,1,3
d000117,26,여,40,5,1,2,8,4,,2,4,3,3,26,26200,11,11200,50,50110,5,5,2,2,2,7,2,7,부산광역시,제주,3대 동반 여행(친척 포함),2022-08-20~2022-08-24,3,1,10,11
d001701,41,여,20,6,2,1,4,2,,3,8,2,1,50,50130,26,26500,11,11110,4,2,2,2,4,5,2,3,경기도,제주,부모 동반 여행,2022-10-10~2022-10-13,2,1,3,3
d004324,50,남,20,5,1,1,2,4,,4,4,2,2,50,50110,50,50130,11,11650,3,5,2,4,2,2,2,5,제주특별자치도,제주,3인 이상 여행(가족 외),2022-10-13~2022-10-15,2,1,7,2
d005328,50,여,20,6,1,1,4,2,,3,9,3,1,26,26350,11,11440,42,42210,6,1,5,4,2,4,7,6,제주특별자치도,제주,2인 여행(가족 외),2022-10-15~2022-10-16,3,1,2,1
a003214,41,여,30,6,1,2,4,2,,1,6,2,1,28,28110,41,41830,50,50130,2,1,1,5,7,4,6,3,경기도,인천,자녀 동반 여행,2022-09-30~2022-10-02,3,1,7,3
d001293,43,남,30,8,5,1,1,2,,4,,2,2,50,50130,11,11290,48,48330,1,1,1,7,7,1,1,7,충청북도,제주,나홀로 여행,2022-09-27~2022-09-29,4,7,5,0
d001014,41,여,20,4,1,1,3,2,,4,9,3,3,50,50130,26,26230,11,11440,4,1,4,1,5,4,7,3,경기도,제주,2인 여행(가족 외),2022-08-26~2022-08-29,3,7,8,5
a005177,11,여,60,6,1,2,2,3,,7,12,2,1,42,42210,50,50110,26,26350,3,4,3,2,3,3,5,5,서울특별시,경기,2인 가족 여행,2022-10-08~2022-10-08,2,1,6,1
d007369,50,남,40,6,1,2,3,4,,5,5,4,2,48,48220,50,50130,11,11230,2,1,2,4,3,2,6,6,제주특별자치도,제주,3인 이상 여행(가족 외),2022-10-26~2022-10-27,4,3,7,2
d003175,50,여,30,7,5,2,2,2,,3,6,3,4,11,11680,26,26350,50,50130,2,4,1,5,6,1,7,3,제주특별자치도,제주,2인 가족 여행,2022-10-09~2022-10-09,2,3,1,1
d003392,41,여,20,7,1,1,2,2,,4,8,2,1,50,50110,50,50130,42,42150,2,4,4,2,3,2,2,6,경기도,제주,2인 여행(가족 외),2022-10-08~2022-10-10,2,1,6,1
d003024,11,여,30,6,1,1,1,3,,8,,2,1,42,42150,50,50130,46,46130,1,1,1,3,3,1,2,6,서울특별시,제주,2인 여행(가족 외),2022-10-03~2022-10-05,3,2,9,1
d003685,50,여,20,6,1,1,2,13,,5,6,2,1,11,11140,50,50110,26,26350,3,1,2,2,1,2,1,7,제주특별자치도,제주,2인 여행(가족 외),2022-10-09~2022-10-10,3,5,1,1
d004654,27,여,20,6,2,1,1,2,,2,,2,2,50,50110,50,50130,47,47110,2,2,4,3,4,2,4,4,대구광역시,제주,나홀로 여행,2022-10-18~2022-10-25,2,6,5,0
d000455,11,남,20,6,2,1,1,9,,2,,3,2,50,50110,26,26470,28,28245,4,1,1,1,4,5,4,6,서울특별시,제주,3인 이상 여행(가족 외),2022-08-22~2022-08-25,3,1,2,2
d009549,11,여,20,6,1,1,1,2,,8,,3,4,50,50110,42,42150,26,26200,5,2,4,2,3,6,3,6,서울특별시,제주,나홀로 여행,2022-11-03~2022-11-05,2,1,6,0
d008013,27,여,20,6,3,1,4,12,,2,8,3,2,50,50130,11,11110,26,26350,3,2,2,5,3,5,5,4,대구광역시,제주,부모 동반 여행,2022-10-26~2022-10-29,3,1,2,3
d006863,41,여,30,5,1,2,2,11,,2,5,4,1,50,50130,28,28710,44,44180,2,3,1,4,3,3,6,7,경기도,제주,나홀로 여행,2022-10-22~2022-10-26,5,2,1,0
a005789,11,여,30,6,1,2,4,3,,4,7,3,2,50,50130,48,48310,41,41820,3,4,3,3,3,4,3,5,서울특별시,인천,자녀 동반 여행,2022-10-14~2022-10-14,1,8,7,2
d004333,50,여,30,7,1,1,1,2,,4,,1,1,50,50130,50,50110,29,29200,4,7,2,1,3,2,1,7,제주특별자치도,제주,나홀로 여행,2022-10-09~2022-10-09,6,4,2,0
a008714,41,여,50,6,1,1,1,3,,5,,3,3,26,26350,42,42210,28,28110,6,2,4,3,1,4,7,2,경기도,인천,2인 여행(가족 외),2022-10-21~2022-10-22,2,,,1
d003889,50,남,30,6,1,2,4,2,,7,7,2,1,50,50130,11,11680,26,26260,1,1,1,4,4,2,4,4,제주특별자치도,제주,자녀 동반 여행,2022-10-08~2022-10-10,7,,,3
c001813,44,여,30,6,1,2,4,3,,6,8,2,1,42,42760,46,46720,44,44825,2,4,4,2,2,6,6,4,충청남도,전남,부모 동반 여행,2022-09-03~2022-09-04,2,1,3,8
d001409,11,여,30,5,1,1,1,2,,8,,3,6,50,50110,42,42150,41,41820,4,2,4,2,3,4,5,3,서울특별시,제주,3인 이상 여행(가족 외),2022-09-17~2022-09-19,3,2,1,4
d001380,41,남,40,5,1,2,4,3,,5,6,3,2,50,50130,50,50110,26,26350,4,2,2,4,4,4,4,4,경기도,제주,자녀 동반 여행,2022-09-21~2022-09-25,1,7,2,3
d008024,50,여,30,7,1,1,1,13,,2,,2,1,50,50110,11,11290,29,29110,3,1,3,4,4,2,4,4,제주특별자치도,제주,나홀로 여행,2022-10-26~2022-10-29,1,2,7,0
d002345,11,남,40,6,5,2,4,3,,5,5,3,2,50,50130,42,42210,42,42750,1,3,2,4,3,2,5,1,서울특별시,제주,부모 동반 여행,2022-10-13~2022-10-16,9,3,2,9
a000561,41,여,30,6,1,2,3,2,,4,4,3,2,42,42820,50,50110,26,26500,3,1,2,3,3,3,5,6,경기도,인천,자녀 동반 여행,2022-09-06~2022-09-08,2,1,9,2
d009650,11,여,30,6,1,1,3,3,,4,6,3,5,42,42110,42,42210,50,50130,2,2,2,4,3,3,4,6,서울특별시,제주,2인 여행(가족 외),2022-11-04~2022-11-06,1,7,3,1
d000948,11,여,30,6,1,1,2,4,,1,4,2,1,50,50110,26,26350,42,42830,2,1,1,3,6,4,4,5,서울특별시,제주,나홀로 여행,2022-09-05~2022-09-07,1,2,7,0
d009942,11,남,30,7,1,2,2,3,,5,8,3,4,50,50110,42,42210,28,28710,2,1,3,2,2,3,6,5,경기도,제주,나홀로 여행,2022-11-02~2022-11-04,2,1,7,0
